"Year","Coast","Subregion","Common Name","Pounds","Live Pounds","Dollars","% Display"
"1975","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","42000","42000","2752","100%"
"1967","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","110600","110600","2908","100%"
"1965","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","126047","126047","2987","100%"
"1968","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","82700","82700","3180","100%"
"1974","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","46700","46700","3365","100%"
"1964","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","120908","120908","3377","100%"
"1970","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","60200","60200","3512","100%"
"1972","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","49600","49600","3837","100%"
"1984","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","50800","50800","4056","100%"
"1966","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","143000","143000","4193","100%"
"1971","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","52100","52100","4225","100%"
"1969","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","80900","80900","5700","100%"
"1977","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","57400","57400","7328","100%"
"1973","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","128400","128400","9078","100%"
"2010","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","32356.5","32356.5","41096.23","100%"
"2012","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","31947","31947","44078.8","100%"
"2018","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","23984.1","23984.1","45957.62","100%"
"2007","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","82917","82917","50683.3","100%"
"2014","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","37210","37210","55496.35","100%"
"2011","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","40709","40709","58208.2","100%"
"2013","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","43776","43776","62048.1","100%"
"2016","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","56547.5","56547.5","77532.79","100%"
"1987","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","1440200","1440200","236391","100%"
"2015","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","49941","49941","243318.75","100%"
"1999","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","283468","283468","292643","<=75%"
"1988","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","6221700","6221700","1758805","100%"
"1989","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","9536800","9536800","3649525","100%"
"2005","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","3517052","3517052","5142215",">95%"
"1990","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","13518462","13518462","6068494","100%"
"2002","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","6506626","6506626","7808780.2","100%"
"2004","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","5741945","5741945","7865931",">95%"
"2003","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","5971744","5971744","8578616","100%"
"1991","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","20583528","20583528","11192026","100%"
"2001","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","9918981","9918981","12712743","100%"
"1992","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","26543001","26543001","15199306","100%"
"1998","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","15461772","15461772","17428647",">95%"
"2000","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","13241157","13241157","18195893","100%"
"1997","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","19823469","19823469","21536556",">95%"
"1993","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","42405254","42405254","27181643","100%"
"1996","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","25845783","25845783","28855475",">95%"
"1994","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","38870703","38870703","33437517","100%"
"1995","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","34443305","34443305","35741146","100%"
"2019","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","*","*","*","0%"
"2017","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","*","*","*","0%"
"2009","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","*","*","*","0%"
"2008","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","*","*","*","0%"
"1961","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","74100","74100","*","100%"
"1960","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","110600","110600","*","100%"
"1959","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","108000","108000","*","100%"
"1958","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","63800","63800","*","100%"
"1957","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","100700","100700","*","100%"
"1956","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","118600","118600","*","100%"
"1955","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","58300","58300","*","100%"
"1954","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","54500","54500","*","100%"
"1953","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","29600","29600","*","100%"
"1952","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","71800","71800","*","100%"
"1951","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","55100","55100","*","100%"
"1950","US Atlantic Coast","North Atlantic","URCHINS, SEA, STRONGYLOCENTROTUS (GENUS)","34000","34000","*","100%"
"2007","US Atlantic Coast","North Atlantic","URCHIN, GREEN SEA, (S. DROEBACHIENSIS)","2761646.3","2761646.3","4367771.82","100%"
"2006","US Atlantic Coast","North Atlantic","URCHIN, GREEN SEA, (S. DROEBACHIENSIS)","3371752.5","3371752.5","4741044.01","100%"
"2012","US Atlantic Coast","North Atlantic","URCHIN, GREEN SEA, (S. DROEBACHIENSIS)","1903781.2","1903781.2","5024132.63","100%"
"2011","US Atlantic Coast","North Atlantic","URCHIN, GREEN SEA, (S. DROEBACHIENSIS)","2407074","2407074","5113354.59","100%"
"2014","US Atlantic Coast","North Atlantic","URCHIN, GREEN SEA, (S. DROEBACHIENSIS)","1958302.5","1958302.5","5281916.24","100%"
"2010","US Atlantic Coast","North Atlantic","URCHIN, GREEN SEA, (S. DROEBACHIENSIS)","2591516","2591516","5489826.11","100%"
"2013","US Atlantic Coast","North Atlantic","URCHIN, GREEN SEA, (S. DROEBACHIENSIS)","1987929.48","1987929.48","5781215.88","100%"
"2019","US Atlantic Coast","North Atlantic","URCHIN, GREEN SEA, (S. DROEBACHIENSIS)","1706780.5","1706780.5","5835916.7","100%"
"2017","US Atlantic Coast","North Atlantic","URCHIN, GREEN SEA, (S. DROEBACHIENSIS)","1955876.6","1955876.6","6118122.59","100%"
"2018","US Atlantic Coast","North Atlantic","URCHIN, GREEN SEA, (S. DROEBACHIENSIS)","2044003","2044003","6209656.24","100%"
"2016","US Atlantic Coast","North Atlantic","URCHIN, GREEN SEA, (S. DROEBACHIENSIS)","2058313","2058313","6619334.71","100%"
"2015","US Atlantic Coast","North Atlantic","URCHIN, GREEN SEA, (S. DROEBACHIENSIS)","*","*","*","0%"
"2009","US Atlantic Coast","North Atlantic","URCHIN, GREEN SEA, (S. DROEBACHIENSIS)","*","*","*","0%"
"2008","US Atlantic Coast","North Atlantic","URCHIN, GREEN SEA, (S. DROEBACHIENSIS)","*","*","*","0%"
"2019","US Atlantic Coast","North Atlantic","UNIDENTIFIED SPECIES","*","*","*","0%"
"2002","US Atlantic Coast","North Atlantic","TURTLES, SNAPPING","95","95","38","100%"
"2002","US Atlantic Coast","North Atlantic","TURTLE, GREEN","*","*","*","0%"
"1973","US Atlantic Coast","North Atlantic","TUNAS","100","100","35","100%"
"1969","US Atlantic Coast","North Atlantic","TUNAS","1100","1100","114","100%"
"1974","US Atlantic Coast","North Atlantic","TUNAS","300","300","119","100%"
"2009","US Atlantic Coast","North Atlantic","TUNAS","125","125","250","100%"
"1977","US Atlantic Coast","North Atlantic","TUNAS","700","700","576","100%"
"2003","US Atlantic Coast","North Atlantic","TUNAS","269","269","807","<=75%"
"1963","US Atlantic Coast","North Atlantic","TUNAS","8100","8100","1330","100%"
"2008","US Atlantic Coast","North Atlantic","TUNAS","286","286","1430","100%"
"1976","US Atlantic Coast","North Atlantic","TUNAS","3000","3000","1634","100%"
"1982","US Atlantic Coast","North Atlantic","TUNAS","2500","2500","1846","100%"
"1988","US Atlantic Coast","North Atlantic","TUNAS","10200","10200","2457","100%"
"2004","US Atlantic Coast","North Atlantic","TUNAS","2839","2839","3555",">85-95%"
"1980","US Atlantic Coast","North Atlantic","TUNAS","21200","21200","3719","100%"
"1999","US Atlantic Coast","North Atlantic","TUNAS","1789","1789","4192","100%"
"2002","US Atlantic Coast","North Atlantic","TUNAS","1968","1968","4838",">85-95%"
"1979","US Atlantic Coast","North Atlantic","TUNAS","8900","8900","5311","100%"
"1995","US Atlantic Coast","North Atlantic","TUNAS","2840","2840","6684",">95%"
"2000","US Atlantic Coast","North Atlantic","TUNAS","1950","1950","6785","100%"
"1971","US Atlantic Coast","North Atlantic","TUNAS","110000","110000","8800","100%"
"1996","US Atlantic Coast","North Atlantic","TUNAS","3224","3224","8966","100%"
"1981","US Atlantic Coast","North Atlantic","TUNAS","21500","21500","13303","100%"
"1997","US Atlantic Coast","North Atlantic","TUNAS","6637","6637","14132","100%"
"1998","US Atlantic Coast","North Atlantic","TUNAS","7754","7754","17507","100%"
"1985","US Atlantic Coast","North Atlantic","TUNAS","15500","15500","18130","100%"
"1965","US Atlantic Coast","North Atlantic","TUNAS","227537","227537","20427","100%"
"1991","US Atlantic Coast","North Atlantic","TUNAS","110752","110752","21846","100%"
"1992","US Atlantic Coast","North Atlantic","TUNAS","242669","242669","26024","100%"
"1978","US Atlantic Coast","North Atlantic","TUNAS","19000","19000","29131","100%"
"1993","US Atlantic Coast","North Atlantic","TUNAS","255344","255344","31767","100%"
"1989","US Atlantic Coast","North Atlantic","TUNAS","58800","58800","33179","100%"
"1984","US Atlantic Coast","North Atlantic","TUNAS","36600","36600","35265","100%"
"1990","US Atlantic Coast","North Atlantic","TUNAS","176184","176184","47315","100%"
"1986","US Atlantic Coast","North Atlantic","TUNAS","33300","33300","50087","100%"
"1987","US Atlantic Coast","North Atlantic","TUNAS","106800","106800","55851","100%"
"1983","US Atlantic Coast","North Atlantic","TUNAS","80800","80800","80468","100%"
"1994","US Atlantic Coast","North Atlantic","TUNAS","101045","101045","303973",">95%"
"2007","US Atlantic Coast","North Atlantic","TUNAS","*","*","*","0%"
"2005","US Atlantic Coast","North Atlantic","TUNAS","*","*","*","0%"
"2001","US Atlantic Coast","North Atlantic","TUNAS","*","*","*","0%"
"2006","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","3949","3949","5200","<=75%"
"1978","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","17900","17900","7290","100%"
"1980","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","26400","26400","26844","100%"
"1981","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","95400","95400","59093","100%"
"1984","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","84600","84600","75723","100%"
"1982","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","201400","201400","115135","100%"
"1999","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","62424","62424","118818","100%"
"1985","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","419200","419200","124667","100%"
"2018","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","40031.58","40031.58","128540.39",">85-95%"
"1994","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","88675","88675","148783","100%"
"1983","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","275800","275800","177869","100%"
"1998","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","85006","85006","182280",">85-95%"
"2009","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","68343.76","68343.76","188072.206","100%"
"2003","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","118880","118880","198883","100%"
"2000","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","88588","88588","202186","100%"
"2005","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","96482","96482","220353",">95%"
"2002","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","119109","119109","234217","100%"
"2007","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","93490.52","93490.52","252239.066","100%"
"2016","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","84639.02","84639.02","259007.46",">95%"
"1997","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","143971","143971","300734","100%"
"2008","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","82411.26","82411.26","301571.4015","100%"
"1993","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","196069","196069","321805","100%"
"1986","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","312800","312800","325904","100%"
"1990","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","284578","284578","336043","100%"
"1996","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","172140","172140","338949","100%"
"1992","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","1216494","1216494","349712","100%"
"2017","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","112367.98","112367.98","358524.92",">75-85%"
"1989","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","277200","277200","373855","100%"
"1988","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","245300","245300","383200","100%"
"2001","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","162238","162238","404062",">95%"
"2015","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","189039.26","189039.26","460842.86","100%"
"2010","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","182025.94","182025.94","467984.15",">95%"
"1995","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","274176","274176","507106",">95%"
"2013","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","134606.55","134606.55","530564.334",">95%"
"2019","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","228699.71","228699.71","609254.05",">95%"
"2004","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","351399","351399","642256","100%"
"1991","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","2378587","2378587","723307","100%"
"2011","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","225819.18","225819.18","726415.91","100%"
"2014","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","244973.6","244973.6","812013.95","100%"
"1987","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","607500","607500","820508","100%"
"2012","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","246212.15","246212.15","1021659.64","100%"
"1952","US Atlantic Coast","North Atlantic","TUNA, YELLOWFIN","412000","412000","*","100%"
"2019","US Atlantic Coast","North Atlantic","TUNA, SKIPJACK","8","8","4","<=75%"
"2018","US Atlantic Coast","North Atlantic","TUNA, SKIPJACK","29","29","13.8","<=75%"
"2000","US Atlantic Coast","North Atlantic","TUNA, SKIPJACK","82","82","28","100%"
"2017","US Atlantic Coast","North Atlantic","TUNA, SKIPJACK","93","93","28.9","<=75%"
"1988","US Atlantic Coast","North Atlantic","TUNA, SKIPJACK","200","200","50","100%"
"1987","US Atlantic Coast","North Atlantic","TUNA, SKIPJACK","100","100","50","100%"
"1965","US Atlantic Coast","North Atlantic","TUNA, SKIPJACK","5000","5000","500","100%"
"1990","US Atlantic Coast","North Atlantic","TUNA, SKIPJACK","2065","2065","651","100%"
"1986","US Atlantic Coast","North Atlantic","TUNA, SKIPJACK","2100","2100","830","100%"
"2012","US Atlantic Coast","North Atlantic","TUNA, SKIPJACK","576","576","903.55","100%"
"1994","US Atlantic Coast","North Atlantic","TUNA, SKIPJACK","2935","2935","911","100%"
"1993","US Atlantic Coast","North Atlantic","TUNA, SKIPJACK","3965","3965","967","100%"
"2001","US Atlantic Coast","North Atlantic","TUNA, SKIPJACK","1766","1766","984","100%"
"1998","US Atlantic Coast","North Atlantic","TUNA, SKIPJACK","2634","2634","1439","100%"
"2003","US Atlantic Coast","North Atlantic","TUNA, SKIPJACK","3695","3695","1606","100%"
"1967","US Atlantic Coast","North Atlantic","TUNA, SKIPJACK","35900","35900","3588","100%"
